fits_path,label,toa,dm,source
fast_frex/FRB20121102_0044.fits,FRB,2.791710617,566,FRB20121102
fast_frex/FRB20121102_0045.fits,FRB,2.119072317,563,FRB20121102
fast_frex/FRB20121102_0046.fits,FRB,0.838889158,570,FRB20121102
fast_frex/FRB20121102_0047.fits,FRB,3.388895444,564.6,FRB20121102
fast_frex/FRB20121102_0048.fits,FRB,4.175517987,568.9,FRB20121102
fast_frex/FRB20121102_0049.fits,FRB,0.613427698,566.3,FRB20121102
fast_frex/FRB20121102_0050.fits,FRB,2.614509431,550.6,FRB20121102
fast_frex/FRB20121102_0051.fits,FRB,3.443181259,564.5,FRB20121102
fast_frex/FRB20121102_0052.fits,FRB,1.490893518,566,FRB20121102
fast_frex/FRB20121102_0053.fits,FRB,0.727997837,565.6,FRB20121102
fast_frex/FRB20121102_0054.fits,FRB,0.583997788,566.2,FRB20121102
fast_frex/FRB20121102_0055.fits,FRB,0.07900279,567.9,FRB20121102
fast_frex/FRB20121102_0056.fits,FRB,4.203012306,568.5,FRB20121102
fast_frex/FRB20121102_0057.fits,FRB,3.051793948,566,FRB20121102
fast_frex/FRB20121102_0058.fits,FRB,3.317895904,566,FRB20121102
fast_frex/FRB20121102_0059.fits,FRB,4.440196068,566,FRB20121102
fast_frex/FRB20121102_0060.fits,FRB,0.980083575,569.4,FRB20121102
fast_frex/FRB20121102_0061.fits,FRB,0.204998511,568.5,FRB20121102
fast_frex/FRB20121102_0062.fits,FRB,1.160649885,566,FRB20121102
fast_frex/FRB20121102_0063.fits,FRB,0.03600237,565.7,FRB20121102
fast_frex/FRB20121102_0064.fits,FRB,0.655068993,566,FRB20121102
fast_frex/FRB20121102_0065.fits,FRB,2.852893271,566,FRB20121102
fast_frex/FRB20121102_0066.fits,FRB,2.912597987,566,FRB20121102
fast_frex/FRB20121102_0067.fits,FRB,1.920995791,563.2,FRB20121102
fast_frex/FRB20121102_0068.fits,FRB,0.865454343,564.5,FRB20121102
fast_frex/FRB20121102_0069.fits,FRB,1.972047868,565.8,FRB20121102
fast_frex/FRB20121102_0070.fits,FRB,0.5870027,567.6,FRB20121102
fast_frex/FRB20121102_0071.fits,FRB,1.813925989,566,FRB20121102
fast_frex/FRB20121102_0072.fits,FRB,1.797889941,565,FRB20121102
fast_frex/FRB20121102_0073.fits,FRB,0.377704273,567.2,FRB20121102
fast_frex/FRB20121102_0074.fits,FRB,0.289598107,567.2,FRB20121102
fast_frex/FRB20121102_0075.fits,FRB,2.860672097,563.8,FRB20121102
fast_frex/FRB20121102_0076.fits,FRB,2.865897375,566,FRB20121102
fast_frex/FRB20121102_0077.fits,FRB,3.339549503,561,FRB20121102
fast_frex/FRB20121102_0078.fits,FRB,1.320212614,562.8,FRB20121102
fast_frex/FRB20121102_0079.fits,FRB,2.691889065,566,FRB20121102
fast_frex/FRB20121102_0080.fits,FRB,0.219112169,564.5,FRB20121102
fast_frex/FRB20121102_0081.fits,FRB,1.185995503,569,FRB20121102
fast_frex/FRB20121102_0082.fits,FRB,0.107199932,567.6,FRB20121102
fast_frex/FRB20121102_0083.fits,FRB,1.60530461,566,FRB20121102
fast_frex/FRB20121102_0084.fits,FRB,2.685795003,552.4,FRB20121102
fast_frex/FRB20121102_0085.fits,FRB,1.453432697,566,FRB20121102
fast_frex/FRB20121102_0086.fits,FRB,0.924006128,565.5,FRB20121102
fast_frex/FRB20121102_0087.fits,FRB,2.552482509,565.5,FRB20121102
fast_frex/FRB20121102_0088.fits,FRB,1.213895925,566.7,FRB20121102
fast_frex/FRB20121102_0089.fits,FRB,3.655600268,565.6,FRB20121102
fast_frex/FRB20121102_0090.fits,FRB,2.227875916,566.1,FRB20121102
fast_frex/FRB20121102_0091.fits,FRB,2.300000098,562.6,FRB20121102
fast_frex/FRB20121102_0092.fits,FRB,2.105552726,566.6,FRB20121102
fast_frex/FRB20121102_0093.fits,FRB,0.121417316,569,FRB20121102
fast_frex/FRB20121102_0094.fits,FRB,3.497188585,565.1,FRB20121102
fast_frex/FRB20121102_0095.fits,FRB,0.432191882,563.7,FRB20121102
fast_frex/FRB20121102_0096.fits,FRB,0.484383688,558.9,FRB20121102
fast_frex/FRB20121102_0097.fits,FRB,3.257403499,566,FRB20121102
fast_frex/FRB20121102_0098.fits,FRB,2.581466711,570,FRB20121102
fast_frex/FRB20121102_0099.fits,FRB,4.16373848,566,FRB20121102
fast_frex/FRB20121102_0100.fits,FRB,3.483687853,567,FRB20121102
fast_frex/FRB20121102_0101.fits,FRB,2.286745794,564.3,FRB20121102
fast_frex/FRB20121102_0102.fits,FRB,3.297939012,567.2,FRB20121102
fast_frex/FRB20121102_0103.fits,FRB,4.615555331,566,FRB20121102
fast_frex/FRB20121102_0104.fits,FRB,4.404717986,568.3,FRB20121102
fast_frex/FRB20121102_0105.fits,FRB,0.521179405,569,FRB20121102
fast_frex/FRB20121102_0106.fits,FRB,2.341655851,568,FRB20121102
fast_frex/FRB20121102_0107.fits,FRB,0.293671084,564.6,FRB20121102
fast_frex/FRB20121102_0108.fits,FRB,1.931456407,564.7,FRB20121102
fast_frex/FRB20121102_0109.fits,FRB,4.480905714,563.1,FRB20121102
fast_frex/FRB20121102_0110.fits,FRB,1.211280143,565.4,FRB20121102
fast_frex/FRB20121102_0111.fits,FRB,0.147302309,565.1,FRB20121102
fast_frex/FRB20121102_0112.fits,FRB,0.50302546,566.6,FRB20121102
fast_frex/FRB20121102_0113.fits,FRB,2.511320869,563.5,FRB20121102
fast_frex/FRB20121102_0114.fits,FRB,3.726623696,563.8,FRB20121102
fast_frex/FRB20121102_0115.fits,FRB,1.622641948,568.4,FRB20121102
fast_frex/FRB20121102_0116.fits,FRB,3.018851182,561.5,FRB20121102
fast_frex/FRB20121102_0117.fits,FRB,2.934917319,569.4,FRB20121102
fast_frex/FRB20121102_0118.fits,FRB,3.099543764,569.5,FRB20121102
fast_frex/FRB20121102_0119.fits,FRB,3.073358908,564.9,FRB20121102
fast_frex/FRB20121102_0120.fits,FRB,3.43821561,568.1,FRB20121102
fast_frex/FRB20121102_0121.fits,FRB,1.223838539,567,FRB20121102
fast_frex/FRB20121102_0122.fits,FRB,2.272080816,569.5,FRB20121102
fast_frex/FRB20121102_0123.fits,FRB,1.658508531,568.1,FRB20121102
fast_frex/FRB20121102_0124.fits,FRB,1.067320956,568.9,FRB20121102
fast_frex/FRB20121102_0125.fits,FRB,0.560771325,566.9,FRB20121102
fast_frex/FRB20121102_0126.fits,FRB,0.653965096,566.2,FRB20121102
fast_frex/FRB20121102_0127.fits,FRB,1.587731531,567,FRB20121102
fast_frex/FRB20121102_0128.fits,FRB,4.141932749,563.6,FRB20121102
fast_frex/FRB20121102_0129.fits,FRB,1.950536971,566.9,FRB20121102
fast_frex/FRB20121102_0130.fits,FRB,1.130607678,562.8,FRB20121102
fast_frex/FRB20121102_0131.fits,FRB,2.236686973,566,FRB20121102
fast_frex/FRB20121102_0132.fits,FRB,2.18156192,566,FRB20121102
fast_frex/FRB20121102_0133.fits,FRB,0.708675245,566,FRB20121102
fast_frex/FRB20121102_0134.fits,FRB,2.388563287,563.7,FRB20121102
fast_frex/FRB20121102_0135.fits,FRB,1.68778568,569.4,FRB20121102
fast_frex/FRB20121102_0136.fits,FRB,1.017576456,565.9,FRB20121102
fast_frex/FRB20121102_0137.fits,FRB,0.067168591,566.7,FRB20121102
fast_frex/FRB20121102_0138.fits,FRB,0.684766704,564.1,FRB20121102
fast_frex/FRB20121102_0139.fits,FRB,2.980132448,566,FRB20121102
fast_frex/FRB20121102_0140.fits,FRB,2.557188529,567.2,FRB20121102
fast_frex/FRB20121102_0141.fits,FRB,3.813142539,568.4,FRB20121102
fast_frex/FRB20121102_0142.fits,FRB,0.533273234,565.4,FRB20121102
fast_frex/FRB20121102_0143.fits,FRB,0.090266182,565.4,FRB20121102
fast_frex/FRB20121102_0144.fits,FRB,3.924652445,566,FRB20121102
fast_frex/FRB20121102_0145.fits,FRB,3.188575921,567.6,FRB20121102
fast_frex/FRB20121102_0146.fits,FRB,3.021921474,566,FRB20121102
fast_frex/FRB20121102_0147.fits,FRB,4.021127732,566,FRB20121102
fast_frex/FRB20121102_0148.fits,FRB,0.346421753,566,FRB20121102
fast_frex/FRB20121102_0149.fits,FRB,1.099344017,566,FRB20121102
fast_frex/FRB20121102_0150.fits,FRB,1.282886323,566,FRB20121102
fast_frex/FRB20121102_0151.fits,FRB,2.60858133,565,FRB20121102
fast_frex/FRB20121102_0152.fits,FRB,0.87936495,567.2,FRB20121102
fast_frex/FRB20121102_0153.fits,FRB,4.21072701,567.3,FRB20121102
fast_frex/FRB20121102_0154.fits,FRB,1.432302129,566,FRB20121102
fast_frex/FRB20121102_0155.fits,FRB,4.159556748,567.2,FRB20121102
fast_frex/FRB20121102_0156.fits,FRB,0.967953913,559.7,FRB20121102
fast_frex/FRB20121102_0157.fits,FRB,0.642246567,565.4,FRB20121102
fast_frex/FRB20121102_0158.fits,FRB,0.417424436,564.5,FRB20121102
fast_frex/FRB20121102_0159.fits,FRB,4.326781374,565.9,FRB20121102
fast_frex/FRB20121102_0160.fits,FRB,3.66701202,566.1,FRB20121102
fast_frex/FRB20121102_0161.fits,FRB,0.051092939,567.9,FRB20121102
fast_frex/FRB20121102_0162.fits,FRB,3.324895212,565.5,FRB20121102
fast_frex/FRB20121102_0163.fits,FRB,2.931374288,562.6,FRB20121102
fast_frex/FRB20121102_0164.fits,FRB,0.449192268,564.2,FRB20121102
fast_frex/FRB20121102_0165.fits,FRB,3.230410838,566,FRB20121102
fast_frex/FRB20121102_0166.fits,FRB,0.059731118,565.6,FRB20121102
fast_frex/FRB20121102_0167.fits,FRB,3.149255575,564.4,FRB20121102
fast_frex/FRB20121102_0168.fits,FRB,4.495025659,568.4,FRB20121102
fast_frex/FRB20121102_0169.fits,FRB,0.979065802,566.7,FRB20121102
fast_frex/FRB20121102_0170.fits,FRB,0.434355042,563.9,FRB20121102
fast_frex/FRB20121102_0171.fits,FRB,0.625695661,566.1,FRB20121102
fast_frex/FRB20121102_0172.fits,FRB,2.620636183,562.8,FRB20121102
fast_frex/FRB20121102_0173.fits,FRB,3.527501738,562.6,FRB20121102
fast_frex/FRB20121102_0174.fits,FRB,3.072592593,567.6,FRB20121102
fast_frex/FRB20121102_0175.fits,FRB,2.161032334,567.4,FRB20121102
fast_frex/FRB20121102_0176.fits,FRB,4.042789503,566.5,FRB20121102
fast_frex/FRB20121102_0177.fits,FRB,2.059617802,568.3,FRB20121102
fast_frex/FRB20121102_0178.fits,FRB,4.630334722,563,FRB20121102
fast_frex/FRB20121102_0179.fits,FRB,3.209927143,565,FRB20121102
fast_frex/FRB20121102_0180.fits,FRB,2.44876463,569.5,FRB20121102
fast_frex/FRB20121102_0181.fits,FRB,0.955746928,566.5,FRB20121102
fast_frex/FRB20121102_0182.fits,FRB,4.441112629,564.3,FRB20121102
fast_frex/FRB20121102_0183.fits,FRB,1.664609509,567.2,FRB20121102
fast_frex/FRB20121102_0184.fits,FRB,0.631703599,566.7,FRB20121102
fast_frex/FRB20121102_0185.fits,FRB,3.071589908,566.7,FRB20121102
fast_frex/FRB20121102_0186.fits,FRB,1.676093554,567.7,FRB20121102
fast_frex/FRB20121102_0187.fits,FRB,0.944222021,569.8,FRB20121102
fast_frex/FRB20121102_0188.fits,FRB,3.848625021,563.6,FRB20121102
fast_frex/FRB20121102_0189.fits,FRB,0.379929668,563.5,FRB20121102
fast_frex/FRB20121102_0190.fits,FRB,3.962584119,566,FRB20121102
fast_frex/FRB20121102_0191.fits,FRB,1.936538354,559.7,FRB20121102
fast_frex/FRB20121102_0192.fits,FRB,0.253899372,565.8,FRB20121102
fast_frex/FRB20121102_0193.fits,FRB,1.100115362,565.8,FRB20121102
fast_frex/FRB20121102_0194.fits,FRB,1.559606055,567.1,FRB20121102
fast_frex/FRB20121102_0195.fits,FRB,1.033504377,565.1,FRB20121102
fast_frex/FRB20121102_0196.fits,FRB,4.243857111,568.5,FRB20121102
fast_frex/FRB20121102_0197.fits,FRB,4.416215234,564.8,FRB20121102
fast_frex/FRB20121102_0198.fits,FRB,2.525091288,564.9,FRB20121102
fast_frex/FRB20121102_0199.fits,FRB,2.596356743,563.8,FRB20121102
fast_frex/FRB20121102_0200.fits,FRB,0.743219792,566.1,FRB20121102
fast_frex/FRB20121102_0201.fits,FRB,0.526998751,565.5,FRB20121102
fast_frex/FRB20121102_0202.fits,FRB,0.17425851,566.4,FRB20121102
fast_frex/FRB20121102_0203.fits,FRB,3.551893705,567.9,FRB20121102
fast_frex/FRB20121102_0204.fits,FRB,1.08399759,565.2,FRB20121102
fast_frex/FRB20121102_0205.fits,FRB,1.700158627,565.5,FRB20121102
fast_frex/FRB20121102_0206.fits,FRB,3.880925942,566.4,FRB20121102
fast_frex/FRB20121102_0207.fits,FRB,3.207540186,566.8,FRB20121102
fast_frex/FRB20121102_0208.fits,FRB,0.534209912,569.3,FRB20121102
fast_frex/FRB20121102_0209.fits,FRB,0.10974342,568.3,FRB20121102
fast_frex/FRB20121102_0210.fits,FRB,1.565098506,566.7,FRB20121102
fast_frex/FRB20121102_0211.fits,FRB,0.142820715,565.7,FRB20121102
fast_frex/FRB20121102_0212.fits,FRB,4.204475158,566.1,FRB20121102
fast_frex/FRB20121102_0213.fits,FRB,0.932870619,565.6,FRB20121102
fast_frex/FRB20121102_0214.fits,FRB,1.068983716,564.5,FRB20121102
fast_frex/FRB20121102_0215.fits,FRB,3.324832348,562.8,FRB20121102
fast_frex/FRB20121102_0216.fits,FRB,0.727329589,566.5,FRB20121102
fast_frex/FRB20121102_0217.fits,FRB,1.47582558,566.6,FRB20121102
fast_frex/FRB20121102_0218.fits,FRB,1.959414664,564.1,FRB20121102
fast_frex/FRB20121102_0219.fits,FRB,3.365907236,566,FRB20121102
fast_frex/FRB20121102_0220.fits,FRB,2.700979239,566,FRB20121102
fast_frex/FRB20121102_0221.fits,FRB,0.687153032,566,FRB20121102
fast_frex/FRB20121102_0222.fits,FRB,1.590943267,566.3,FRB20121102
fast_frex/FRB20121102_0223.fits,FRB,0.535747572,567.7,FRB20121102
fast_frex/FRB20121102_0224.fits,FRB,0.916197756,566.4,FRB20121102
fast_frex/FRB20121102_0225.fits,FRB,1.896592509,566.7,FRB20121102
fast_frex/FRB20121102_0226.fits,FRB,2.763336198,566,FRB20121102
fast_frex/FRB20121102_0227.fits,FRB,4.402764165,569,FRB20121102
fast_frex/FRB20121102_0228.fits,FRB,1.392104197,566.2,FRB20121102
fast_frex/FRB20121102_0229.fits,FRB,2.718755999,568.2,FRB20121102
fast_frex/FRB20121102_0230.fits,FRB,4.397405614,563.4,FRB20121102
fast_frex/FRB20121102_0231.fits,FRB,2.99398019,567.2,FRB20121102
fast_frex/FRB20121102_0232.fits,FRB,4.4542016,566.9,FRB20121102
fast_frex/FRB20121102_0233.fits,FRB,1.931147114,566.2,FRB20121102
fast_frex/FRB20121102_0234.fits,FRB,3.939460753,564.9,FRB20121102
fast_frex/FRB20121102_0235.fits,FRB,2.479749802,565.3,FRB20121102
fast_frex/FRB20121102_0236.fits,FRB,1.206418849,567.5,FRB20121102
fast_frex/FRB20121102_0237.fits,FRB,4.246357852,566,FRB20121102
fast_frex/FRB20121102_0238.fits,FRB,2.471579961,565.3,FRB20121102
fast_frex/FRB20121102_0239.fits,FRB,1.861203066,565,FRB20121102
fast_frex/FRB20121102_0240.fits,FRB,4.169872147,568.7,FRB20121102
fast_frex/FRB20121102_0241.fits,FRB,2.781108557,567,FRB20121102
fast_frex/FRB20121102_0242.fits,FRB,2.830991358,567,FRB20121102
fast_frex/FRB20121102_0243.fits,FRB,2.696024906,568,FRB20121102
fast_frex/FRB20121102_0244.fits,FRB,2.536079963,565.5,FRB20121102
fast_frex/FRB20121102_0245.fits,FRB,1.251623919,568.2,FRB20121102
fast_frex/FRB20121102_0246.fits,FRB,1.286368375,567.2,FRB20121102
fast_frex/FRB20121102_0247.fits,FRB,3.295821114,565.4,FRB20121102
fast_frex/FRB20121102_0248.fits,FRB,2.899830882,565.9,FRB20121102
fast_frex/FRB20121102_0249.fits,FRB,2.983647189,562.9,FRB20121102
fast_frex/FRB20121102_0250.fits,FRB,1.631276356,567.8,FRB20121102
fast_frex/FRB20121102_0251.fits,FRB,0.793628138,566.5,FRB20121102
fast_frex/FRB20121102_0252.fits,FRB,2.294725156,566.7,FRB20121102
fast_frex/FRB20121102_0253.fits,FRB,1.113333204,563.6,FRB20121102
fast_frex/FRB20121102_0254.fits,FRB,1.720256335,566.3,FRB20121102
fast_frex/FRB20121102_0255.fits,FRB,4.520582501,567.2,FRB20121102
fast_frex/FRB20121102_0256.fits,FRB,0.712201302,564.7,FRB20121102
fast_frex/FRB20121102_0257.fits,FRB,1.771730231,565.3,FRB20121102
fast_frex/FRB20121102_0258.fits,FRB,4.159975424,566,FRB20121102
fast_frex/FRB20121102_0259.fits,FRB,3.080488346,564.9,FRB20121102
fast_frex/FRB20121102_0260.fits,FRB,4.250877164,570,FRB20121102
fast_frex/FRB20121102_0261.fits,FRB,3.141501895,565,FRB20121102
fast_frex/FRB20121102_0262.fits,FRB,0.877441303,565.4,FRB20121102
fast_frex/FRB20121102_0263.fits,FRB,1.083375863,565.4,FRB20121102
fast_frex/FRB20121102_0264.fits,FRB,2.830698411,565.8,FRB20121102
fast_frex/FRB20121102_0265.fits,FRB,2.645551809,565.6,FRB20121102
fast_frex/FRB20121102_0266.fits,FRB,2.037314186,564.8,FRB20121102
fast_frex/FRB20121102_0267.fits,FRB,0.594511209,566.7,FRB20121102
fast_frex/FRB20121102_0268.fits,FRB,3.360104235,566,FRB20121102
fast_frex/FRB20121102_0269.fits,FRB,2.403953718,565.3,FRB20121102
fast_frex/FRB20121102_0270.fits,FRB,1.750149555,567.2,FRB20121102
fast_frex/FRB20121102_0271.fits,FRB,3.843371454,564.9,FRB20121102
fast_frex/FRB20121102_0272.fits,FRB,2.910996205,566.3,FRB20121102
fast_frex/FRB20121102_0273.fits,FRB,3.189256112,569.4,FRB20121102
fast_frex/FRB20121102_0274.fits,FRB,4.11847746,566.2,FRB20121102
fast_frex/FRB20121102_0275.fits,FRB,0.555043761,566,FRB20121102
fast_frex/FRB20121102_0276.fits,FRB,1.32488783,563.7,FRB20121102
fast_frex/FRB20121102_0277.fits,FRB,2.837726008,566,FRB20121102
fast_frex/FRB20121102_0278.fits,FRB,1.93183925,564.5,FRB20121102
fast_frex/FRB20121102_0279.fits,FRB,1.907117874,566,FRB20121102
fast_frex/FRB20121102_0280.fits,FRB,0.834244117,568.5,FRB20121102
fast_frex/FRB20121102_0281.fits,FRB,1.854751934,565.4,FRB20121102
fast_frex/FRB20121102_0282.fits,FRB,3.175735264,566,FRB20121102
fast_frex/FRB20121102_0283.fits,FRB,2.597051393,565.4,FRB20121102
fast_frex/FRB20121102_0284.fits,FRB,2.573212632,567.6,FRB20121102
fast_frex/FRB20121102_0285.fits,FRB,1.286914037,566,FRB20121102
fast_frex/FRB20121102_0286.fits,FRB,2.19852333,567.9,FRB20121102
fast_frex/FRB20121102_0287.fits,FRB,0.381753989,566.9,FRB20121102
fast_frex/FRB20121102_0288.fits,FRB,4.227071721,567.8,FRB20121102
fast_frex/FRB20121102_0289.fits,FRB,4.60215644,566.7,FRB20121102
fast_frex/FRB20121102_0290.fits,FRB,2.73659688,565.4,FRB20121102
fast_frex/FRB20121102_0291.fits,FRB,3.019000171,565,FRB20121102
fast_frex/FRB20121102_0292.fits,FRB,3.333904292,563.6,FRB20121102
fast_frex/FRB20121102_0293.fits,FRB,1.559225726,566,FRB20121102
fast_frex/FRB20121102_0294.fits,FRB,3.271310963,567.9,FRB20121102
fast_frex/FRB20121102_0295.fits,FRB,2.955907071,567.1,FRB20121102
fast_frex/FRB20121102_0296.fits,FRB,2.324373834,566.9,FRB20121102
fast_frex/FRB20121102_0297.fits,FRB,2.092141262,565.9,FRB20121102
fast_frex/FRB20121102_0298.fits,FRB,4.312405572,566,FRB20121102
fast_frex/FRB20121102_0299.fits,FRB,0.238865381,568.5,FRB20121102
fast_frex/FRB20121102_0300.fits,FRB,2.462508646,568.5,FRB20121102
fast_frex/FRB20121102_0301.fits,FRB,1.477103611,563.7,FRB20121102
fast_frex/FRB20121102_0302.fits,FRB,1.086273906,564.3,FRB20121102
fast_frex/FRB20121102_0303.fits,FRB,3.643895569,562.3,FRB20121102
fast_frex/FRB20121102_0304.fits,FRB,0.120724551,564.6,FRB20121102
fast_frex/FRB20121102_0305.fits,FRB,1.02077499,566.2,FRB20121102
fast_frex/FRB20121102_0306.fits,FRB,4.165463476,566.3,FRB20121102
fast_frex/FRB20121102_0307.fits,FRB,3.670658148,563.3,FRB20121102
fast_frex/FRB20121102_0308.fits,FRB,0.804223912,566.3,FRB20121102
fast_frex/FRB20121102_0309.fits,FRB,0.61164361,569.8,FRB20121102
fast_frex/FRB20121102_0310.fits,FRB,4.465119238,568.8,FRB20121102
fast_frex/FRB20121102_0311.fits,FRB,0.105182617,566,FRB20121102
fast_frex/FRB20121102_0312.fits,FRB,2.888561203,568.9,FRB20121102
fast_frex/FRB20121102_0313.fits,FRB,0.942143728,566,FRB20121102
fast_frex/FRB20121102_0314.fits,FRB,4.376715096,565.3,FRB20121102
fast_frex/FRB20121102_0315.fits,FRB,1.333133108,566.2,FRB20121102
fast_frex/FRB20121102_0316.fits,FRB,2.753954963,566,FRB20121102
fast_frex/FRB20121102_0317.fits,FRB,4.419132764,565.3,FRB20121102
fast_frex/FRB20121102_0318.fits,FRB,1.337659964,566,FRB20121102
fast_frex/FRB20121102_0319.fits,FRB,0.65247647,567.2,FRB20121102
fast_frex/FRB20121102_0320.fits,FRB,0.40225843,566,FRB20121102
fast_frex/FRB20121102_0321.fits,FRB,3.267539106,561.5,FRB20121102
fast_frex/FRB20121102_0322.fits,FRB,4.430653271,564.4,FRB20121102
fast_frex/FRB20121102_0323.fits,FRB,3.860556032,564.4,FRB20121102
fast_frex/FRB20121102_0324.fits,FRB,1.066369819,564.5,FRB20121102
fast_frex/FRB20121102_0325.fits,FRB,2.2206767,566.1,FRB20121102
fast_frex/FRB20121102_0326.fits,FRB,4.106862028,565.1,FRB20121102
fast_frex/FRB20121102_0327.fits,FRB,0.487568392,564.2,FRB20121102
fast_frex/FRB20121102_0328.fits,FRB,1.748446561,567.4,FRB20121102
fast_frex/FRB20121102_0329.fits,FRB,0.661496865,555.4,FRB20121102
fast_frex/FRB20121102_0330.fits,FRB,2.017388726,561.5,FRB20121102
fast_frex/FRB20121102_0331.fits,FRB,2.170680114,565.1,FRB20121102
fast_frex/FRB20121102_0332.fits,FRB,4.59540356,563.7,FRB20121102
fast_frex/FRB20121102_0333.fits,FRB,2.171551413,566.6,FRB20121102
fast_frex/FRB20121102_0334.fits,FRB,2.557817171,567.3,FRB20121102
fast_frex/FRB20121102_0335.fits,FRB,1.090887515,566.5,FRB20121102
fast_frex/FRB20121102_0336.fits,FRB,4.461703822,567.4,FRB20121102
fast_frex/FRB20121102_0337.fits,FRB,1.562878769,565.9,FRB20121102
fast_frex/FRB20121102_0338.fits,FRB,2.18060324,565.7,FRB20121102
fast_frex/FRB20121102_0339.fits,FRB,2.12517078,566.4,FRB20121102
fast_frex/FRB20121102_0340.fits,FRB,0.296909851,568,FRB20121102
fast_frex/FRB20121102_0341.fits,FRB,0.562773552,565.2,FRB20121102
fast_frex/FRB20121102_0342.fits,FRB,4.459233256,564.3,FRB20121102
fast_frex/FRB20121102_0343.fits,FRB,1.877630758,564.4,FRB20121102
fast_frex/FRB20121102_0344.fits,FRB,0.745633151,564.3,FRB20121102
fast_frex/FRB20121102_0345.fits,FRB,0.00972196,563.4,FRB20121102
fast_frex/FRB20121102_0346.fits,FRB,1.266987948,567.4,FRB20121102
fast_frex/FRB20121102_0347.fits,FRB,1.061401656,567.1,FRB20121102
fast_frex/FRB20121102_0348.fits,FRB,3.6089028,567.9,FRB20121102
fast_frex/FRB20121102_0349.fits,FRB,0.617237273,564.7,FRB20121102
fast_frex/FRB20121102_0350.fits,FRB,3.686403763,569.3,FRB20121102
fast_frex/FRB20121102_0351.fits,FRB,1.658759359,567.7,FRB20121102
fast_frex/FRB20121102_0352.fits,FRB,1.177190104,567.8,FRB20121102
fast_frex/FRB20121102_0353.fits,FRB,0.966899679,567.1,FRB20121102
