burst_id,source,file,mjd,dms,toa
53,FRB20201124,FRB20201124_0053.fits,59484.84701,411.51,2.788257482
54,FRB20201124,FRB20201124_0054.fits,59484.84802,411.51,0.531228259
55,FRB20201124,FRB20201124_0055.fits,59484.84864,411.51,2.255657525
56,FRB20201124,FRB20201124_0056.fits,59484.84908,411.51,1.466347533
57,FRB20201124,FRB20201124_0057.fits,59484.84955,411.51,3.501139604
58,FRB20201124,FRB20201124_0058.fits,59484.8496,411.51,1.845312864
59,FRB20201124,FRB20201124_0059.fits,59484.85148,411.51,2.784773544
60,FRB20201124,FRB20201124_0060.fits,59485.78427,412.55,1.479904214
61,FRB20201124,FRB20201124_0061.fits,59485.78436,412.55,1.989685697
62,FRB20201124,FRB20201124_0062.fits,59485.7857,412.55,2.775360877
63,FRB20201124,FRB20201124_0063.fits,59485.78645,412.55,2.67126204
64,FRB20201124,FRB20201124_0064.fits,59485.78659,412.55,1.679139328
65,FRB20201124,FRB20201124_0065.fits,59485.78698,412.55,3.01750463
66,FRB20201124,FRB20201124_0066.fits,59485.78741,412.55,2.120068716
67,FRB20201124,FRB20201124_0067.fits,59485.78749,412.55,2.02780785
68,FRB20201124,FRB20201124_0068.fits,59485.78774,412.55,4.165333346
69,FRB20201124,FRB20201124_0069.fits,59485.78837,412.55,0.627218862
70,FRB20201124,FRB20201124_0070.fits,59485.78964,412.55,1.097979862
71,FRB20201124,FRB20201124_0071.fits,59485.78972,412.55,1.275642472
72,FRB20201124,FRB20201124_0072.fits,59485.79023,412.55,0.606927532
73,FRB20201124,FRB20201124_0073.fits,59485.79356,412.55,4.861169192
74,FRB20201124,FRB20201124_0074.fits,59485.79522,412.55,0.487413746
75,FRB20201124,FRB20201124_0075.fits,59485.79646,412.55,4.18157496
76,FRB20201124,FRB20201124_0076.fits,59485.79739,412.55,1.057219296
77,FRB20201124,FRB20201124_0077.fits,59485.79807,412.55,1.807910507
78,FRB20201124,FRB20201124_0078.fits,59485.79922,412.55,3.652913449
79,FRB20201124,FRB20201124_0079.fits,59485.79978,412.55,0.550812366
80,FRB20201124,FRB20201124_0080.fits,59485.80023,412.55,1.588573284
81,FRB20201124,FRB20201124_0081.fits,59485.8007,412.55,3.466132376
82,FRB20201124,FRB20201124_0082.fits,59485.80092,412.55,2.6063069
83,FRB20201124,FRB20201124_0083.fits,59485.80097,412.55,0.751328026
84,FRB20201124,FRB20201124_0084.fits,59485.80146,412.55,4.464302002
85,FRB20201124,FRB20201124_0085.fits,59485.80264,412.55,3.904892947
86,FRB20201124,FRB20201124_0086.fits,59485.80343,412.55,0.951537536
87,FRB20201124,FRB20201124_0087.fits,59485.80357,412.55,0.421058619
88,FRB20201124,FRB20201124_0088.fits,59485.80396,412.55,2.034947975
89,FRB20201124,FRB20201124_0089.fits,59485.80411,412.55,1.438018377
90,FRB20201124,FRB20201124_0090.fits,59485.80445,412.55,4.537095688
91,FRB20201124,FRB20201124_0091.fits,59485.80499,412.55,0.425552786
92,FRB20201124,FRB20201124_0092.fits,59485.80567,412.55,0.923936348
93,FRB20201124,FRB20201124_0093.fits,59485.80659,412.55,3.036246984
94,FRB20201124,FRB20201124_0094.fits,59485.80664,412.55,1.617182186
95,FRB20201124,FRB20201124_0095.fits,59485.80747,412.55,2.424395294
96,FRB20201124,FRB20201124_0096.fits,59485.80755,412.55,2.227403177
97,FRB20201124,FRB20201124_0097.fits,59485.80785,412.55,1.935885195
98,FRB20201124,FRB20201124_0098.fits,59485.80793,412.55,2.610296896
99,FRB20201124,FRB20201124_0099.fits,59485.80825,412.55,4.810424522
100,FRB20201124,FRB20201124_0100.fits,59485.80858,412.55,0.964748464
101,FRB20201124,FRB20201124_0101.fits,59485.80943,412.55,3.923180164
102,FRB20201124,FRB20201124_0102.fits,59485.8114,412.55,0.291798357
103,FRB20201124,FRB20201124_0103.fits,59485.81153,412.55,4.960436281
104,FRB20201124,FRB20201124_0104.fits,59485.81158,412.55,2.077224827
105,FRB20201124,FRB20201124_0105.fits,59485.81174,412.55,3.894184646
106,FRB20201124,FRB20201124_0106.fits,59485.81231,412.55,1.929756557
107,FRB20201124,FRB20201124_0107.fits,59485.81307,412.55,1.969674742
108,FRB20201124,FRB20201124_0108.fits,59485.8133,412.55,3.369235899
109,FRB20201124,FRB20201124_0109.fits,59485.81399,412.55,4.264298687
110,FRB20201124,FRB20201124_0110.fits,59485.81411,412.55,2.230934892
111,FRB20201124,FRB20201124_0111.fits,59485.8144,412.55,1.581403613
112,FRB20201124,FRB20201124_0112.fits,59485.81464,412.55,3.441908886
113,FRB20201124,FRB20201124_0113.fits,59485.81489,412.55,4.730629642
114,FRB20201124,FRB20201124_0114.fits,59485.81537,412.55,1.923278393
115,FRB20201124,FRB20201124_0115.fits,59485.81667,412.55,3.844277328
116,FRB20201124,FRB20201124_0116.fits,59485.81707,412.55,0.675083091
117,FRB20201124,FRB20201124_0117.fits,59485.81714,412.55,0.322760898
118,FRB20201124,FRB20201124_0118.fits,59485.81726,412.55,3.873705352
119,FRB20201124,FRB20201124_0119.fits,59485.81772,412.55,4.863713938
120,FRB20201124,FRB20201124_0120.fits,59485.81939,412.55,0.811821688
121,FRB20201124,FRB20201124_0121.fits,59485.81964,412.55,3.690076293
122,FRB20201124,FRB20201124_0122.fits,59485.82,412.55,2.113645873
123,FRB20201124,FRB20201124_0123.fits,59485.8208,412.55,0.520822336
124,FRB20201124,FRB20201124_0124.fits,59485.82171,412.55,1.380010997
125,FRB20201124,FRB20201124_0125.fits,59485.82275,412.55,1.850361493
